kaawaan	to pity ka_an <kinaawaan, kinákaawaan, kákaawaan>
pagtibayin	to ratify something (object) _ <pinagtibay, pinagtitibay, pagtitibayin>
pagtripán	to play a trick on _ <pinagtripán, pinagtítripán, pagtítripán>
pagtugmaín	to match; to rhyme; to coordinate _ <pinagtugmâ, pinagtutugmâ, pagtútugmaín>
pag-ugnayín	to relate; to attach _ <pinag-ugnáy, pinag-úugnáy, pag-úugnayín>
pag-usapan	to have a discussion about something; to converse about something; * on the item being discussed (object) _ <pínag-usapan, pinag-úusapan, pag-úusapan>
pahalagahán	to appreciate something; to value something; to esteem something; to prize something (object) _ <pinahalagahán, pináhahalagahán, páhahalagahán>
pakábutihin	to try hard to make something the best _ <pinakabuti, pinakákabuti, pakakábutihin>
pakainin	to feed someone; to allow others to eat; * on the one eating (loc/dir) _ <pinakain, pinápakain, pápakainin>
pakasalán	to get married to someone; to marry someone; * on the person getting married to (object) _ <pinakasalán, pinápakasalán, pápakasalán>
pakawalán	to free someone/something (from restraints, jail, etc); to unbind someone/something; to release someone/something; to unchain someone/something; to unleash someone/something (object) _ <pinakawalán, pinakákawalán, pakákawalán>
pakialamán	to meddle with; to disturb someone (loc/dir) _ <pinakialamán, pinakíkialamán, pakíkialamán>
pakinggán	to listen to someone/something; to pay attention to something; to heed something (loc/dir) _ <pinakinggán, pinakíkinggán, pakíkinggán>
pakislapín	to light something up; to flare up; _ <pinakisláp, pinakíkisláp, pakíkislapín>
palabasín	to send something out; to make something appear to be so (object) _ <pinalabás, pinápalabás, pápalabasín>
palaguín	to grow _ <pinalagô, pinalalagô, palálaguín>
palakasín	to strengthen something; to make something louder (object) _ <pinalakás, pinalálakás, palálakasín>
palakihín	to raise someone (laki); to rear someone (a child); to bring up; to exaggerate; to blow out of proportion; to make something big _ <pinalakí, pinalálakí, palálakihín>
palakpakán	to clap for someone/something; to applaud someone/something; to acclaim someone/something _ <pinalakpakán, pinápalakpakán, pápalakpakán>
palampasín	to overlook something; to ignore something; to pass up something (object) _ <pinalampás, pinalálampás, palálampasín>
paliguan	to bathe someone; to give someone/something a bath _ <pinaliguan, pinalíliguan, palíliguan>
palitán	to replace something; to change something (loc/dir) _ <pinalitán, pinápalitán, pápalitán>
paluin	to spank someone; to beat someone/something; to hit someone/something; to whip someone/something; to strike someone/something (object) _ <pinalò, pinapalò, papaluin>
pamanahan	to leave an inheritance _ <pinamanahan, pinápamanahan, pápamanahan>
panatilihin	to preserve something; to keep something; to maintain something; to retain something (object) _ <pinanatili, pinanánatili, panánatilihin>
pangakuan	to give a promise to; to promise something to someone (loc/dir) _ <pinangakuan, pinangángakuan, pangángakuan>
paniwalaan	to believe something; to believe in someone/something; to credit something (loc/dir) _ <pinaniwalaan, pinaníniwalaan, paníniwalaan>
panoorín	to watch something; to watch a show; to see a show; to look on at something (object) _ <pinanoód, pinápanoód, panónoorín>
pansinín	to notice something; to observe something; to detect something; to take note of something (object) _ <pinansín, pinápansín, pápansinín>
papuntahín	to have someone go; to send something/someone to (object) _ <pinapuntá, pinapupuntá, papupuntahín>
paputukín	to shoot out; to discharge; to detonate (object) _ <pinaputók, pinapúputók, papúputukín>
pasanín	to carry on one's back or shoulders (object) _ <pinasán, pinápasán, pápasanín>
pasukan	to enter something into; to go to work; to go to school (loc/dir) _ <pinasukan, pinápasukan, pápasukan>
pasukin	to enter something; to go into something (loc/dir) _ <pinasok, pinapasok, papasukin>
pasyalán	to visit something/someone (loc/dir) _ <pinasyalán, pinápasyalán, pápasyalán>
patagalín	to prolong _ <pinatagál, pinatátagál, patátagalín>
patahimikin	to hush; to calm; to silence; to pacify _ <pinatahimik, pinatátahimik, patátahimikin>
patakbuhín	to operate; to run (loc/dir) _ <pinatakbó, pinatátakbó, patátakbuhín>
patawarin	to forgive someone; to spare someone (object) _ <pinatawad, pinatatawad, patatawarin>
patayín	to kill someone; to slaughter something (an animal); to turn off something; to shut off something; to extinguish something (object) _ <pinatáy, pinápatáy, pápatayín>
patulan	to stoop down to someone's level (figurative); to pay attention to someone of lower status; * generally used in antagonistic social scenarios _ <pinatulan, pinápatulan, pápatulan>
patulugin	to put to bed; to sedate _ <pinatulog, pinatutulog, patutulugin>
patunayan	to prove; to testify; to verify; to certify; to authenticate; to corroborate _ <pinatunayan, pinatútunayan, patútunayan>
paunlarín	to develop something (object) _ <pinaunlád, pinaúunlád, paúunlarín>
paupuín	to get someone to sit; to allow someone to sit down; * on the one sitting (object) _ <pinaupô, pinápaupô, pápaupuín>
pawisan	to perspire (actor) ; to sweat (actor) ; to sweat on something (loc/dir) _ <pinawisan, pinápawisan, pápawisan>
payagan	to allow someone to do; to allow something; to acquiesce on something; to concede something (object) _ <pinayagan, pinápayagan, pápayagan>
plántsahín	to iron something (clothing); to press something (object) _ <pinlantsa, pinaplantsa, paplántsahín>
planuhin	to plan (object) _ <pinlano, pinaplano, paplanuhin>
pumasán	to carry on one's back or shoulder; to carry a burden (figuratively) (actor) _ <pumasán, pumápasán, pápasán>
